Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2023-03;2023/03/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;28674;9456;931;;39061
2023-03;2023/03/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;19944;12359;1902;;34205
2023-03;2023/03/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;42659;20194;3033;;65886
2023-03;2023/03/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;21467;8686;1647;;31800
2023-03;2023/03/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;33311;11222;1966;;46499
2023-03;2023/03/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;13139;3762;;;16901
2023-03;2023/03/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;24922;;;;24922
2023-04;2023/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;31721;;;;31721
2023-04;2023/04/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;25651;5398;1339;;32388
2023-04;2023/04/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;44188;27645;7055;1931;80819
2023-04;2023/04/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;38216;12153;1315;;51684
2023-04;2023/04/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;26466;16053;2582;;45101
2023-04;2023/04/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;27099;10506;2508;;40113
2023-04;2023/04/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;57628;19996;6321;;83945
2023-04;2023/04/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;44621;14808;2682;;62111
2023-04;2023/04/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;34022;11898;3398;;49318
2023-04;2023/04/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;48667;15827;4376;;68870
2023-05;2023/05/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;40117;;;;40117
2023-05;2023/05/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;45902;14921;6071;;66894
2023-05;2023/05/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;21843;6633;716;;29192
2023-05;2023/05/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;47472;17145;3918;;68535
2023-05;2023/05/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;54860;34366;8840;2459;100525
2023-05;2023/05/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;58186;19687;7328;;85201
2023-05;2023/05/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;48536;15362;1731;;65629
2023-05;2023/05/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;34320;13374;3188;;50882
2023-05;2023/05/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;63986;16082;6131;;86199
2023-05;2023/05/01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;52703;;8260;;60963
2023-06;2023/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;45154;8898;1997;;56049
2023-06;2023/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;38668;4510;1222;;44400
2023-06;2023/06/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;24441;7511;1946;216;34114
2023-06;2023/06/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;65307;16053;6780;;88140
2023-06;2023/06/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;55520;17512;7308;;80340
2023-06;2023/06/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;58037;24089;3010;;85136
2023-06;2023/06/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;87369;30139;9960;;127468
2023-06;2023/06/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;87840;40285;6455;;134580
2023-06;2023/06/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;77141;19218;7445;;103804
2023-06;2023/06/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;75030;15743;4135;;94908
2023-06;2023/06/01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;63603;;9841;;73444
2023-06;2023/06/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;74838;24030;6802;;105670
2023-06;2023/06/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;69447;10297;3240;;82984
2023-06;2023/06/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;49545;;;;49545
2023-07;2023/07/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;30341;10413;;;40754
2023-07;2023/07/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;106515;38090;12977;;157582
2023-07;2023/07/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;30967;9142;1030;;41139
2023-07;2023/07/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;78894;46920;13147;3613;142574
2023-07;2023/07/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;44630;20295;5686;;70611
2023-07;2023/07/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;68558;27470;3023;;99051
2023-07;2023/07/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;102032;34149;11824;;148005
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;103057;46215;7639;;156911
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;108852;20585;5086;;134523
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;41388;;;;41388
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;91017;21923;8937;;121877
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;88834;17945;4861;;111640
2023-07;2023/07/01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;74767;;11649;;86416
2023-08;2023/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;52215;5641;1654;0;59510
2023-08;2023/08/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;94706;30109;10319;;135134
2023-08;2023/08/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;54442;29673;5807;;89922
2023-08;2023/08/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;117488;37696;13695;;168879
2023-08;2023/08/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;59100;20799;4729;;84628
2023-08;2023/08/01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;86292;;13554;;99846
2023-09;2023/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;58633;6126;1916;;66675
2023-09;2023/09/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;100783;22888;10979;;134650
2023-09;2023/09/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;86598;24834;11450;;122882
2023-09;2023/09/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;60342;10897;3277;;74516
2023-09;2023/09/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;89716;33560;3040;;126316
2023-09;2023/09/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;132072;41983;15529;;189584
2023-09;2023/09/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;132724;57411;9970;;200105
2023-09;2023/09/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;106748;32687;6365;;145800
2023-09;2023/09/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;115679;34175;10148;;160002
2023-09;2023/09/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;109063;14384;5165;;128612
2023-10;2023/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;80972;;;;80972
2023-10;2023/10/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;111286;25526;12107;;148919
2023-10;2023/10/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;66379;12154;3623;;82156
2023-10;2023/10/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;117393;37337;10319;;165049
2023-10;2023/10/01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;107717;;17116;;124833
2023-10;2023/10/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;45221;10216;;;55437
2023-11;2023/11/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;120922;28427;12710;;162059
2023-11;2023/11/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;167532;59222;21279;;248033
2023-11;2023/11/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;104686;30715;8405;;143806
2023-11;2023/11/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;83904;28122;15533;;127559
2023-11;2023/11/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;79990;29711;6651;;116352
2023-11;2023/11/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;140391;27440;7927;;175758
2023-11;2023/11/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;139697;43070;11896;;194663
2023-11;2023/11/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;48960;11557;;;60517
2023-12;2023/12/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;182146;66076;23338;;271560
2023-12;2023/12/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;52242;19736;;;71978
2023-12;2023/12/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;118499;31037;4822;;154358
2023-12;2023/12/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;152651;30590;8643;;191884
2023-12;2023/12/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;104151;35736;11212;;151099
2023-12;2023/12/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;101846;;;;101846
2024-01;2024/01/01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;4252;1445;188;;5885
2024-01;2024/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;3895;1443;295;42;5675
2024-01;2024/01/01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;5647;2282;570;;8499
2024-01;2024/01/01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;9577;3752;53;;13382
2024-01;2024/01/01;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;9644;;1594;;11238
2024-01;2024/01/01;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;14981;2852;475;;18308
2024-01;2024/01/01;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;21938;5514;1432;0;28884
2024-01;2024/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;6586;751;206;;7543
2024-01;2024/01/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;8050;2692;806;;11548
2024-01;2024/01/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;11259;1696;536;;13491
2024-02;2024/02/01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;11014;;;;11014
2024-02;2024/02/01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;28482;5787;1278;;35547
2024-02;2024/02/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;12520;;1257;;13777
2024-02;2024/02/01;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;20459;6874;1318;;28651
2024-02;2024/02/01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;12503;8073;1315;;21891
2024-02;2024/02/01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;22394;5425;1927;;29746
2024-03;2024/03/01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;12757;4469;581;;17807
2024-03;2024/03/01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;17147;;;;17147
2024-03;2024/03/01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;44439;8987;1899;;55325
2024-03;2024/03/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;19628;;1995;;21623
2024-03;2024/03/01;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;30120;;4958;;35078
2024-04;2024/04/01;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;16001;5920;1259;140;23320
2024-04;2024/04/01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;25189;10717;2495;;38401
2024-04;2024/04/01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;29420;13376;5600;;48396
2024-04;2024/04/01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;17158;5093;;;22251
2024-04;2024/04/01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;49293;17482;3775;;70550
2024-04;2024/04/01;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;36538;11686;4704;;52928
2024-04;2024/04/01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;23599;9417;5542;0;38558
2024-04;2024/04/01;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;55187;28426;4103;;87716
2024-04;2024/04/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;33409;12819;3291;;49519
2024-04;2024/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;32994;;;;32994
2024-05;2024/05/01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;22478;7819;942;;31239
2024-05;2024/05/01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;30005;13896;3146;;47047
2024-05;2024/05/01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;32171;13720;3181;;49072
2024-05;2024/05/01;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;51865;21193;2517;;75575
2024-05;2024/05/01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;62649;22098;4794;;89541
2024-05;2024/05/01;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;83632;30455;9544;;123631
2024-05;2024/05/01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;56892;21521;1311;;79724
2024-05;2024/05/01;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;116240;32095;6850;0;155185
2024-05;2024/05/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;42461;16949;4225;;63635
2024-05;2024/05/01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;48827;9399;2934;0;61160
2024-06;2024/06/01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;27154;9249;1173;;37576
2024-06;2024/06/01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;38574;16257;3750;;58581
2024-06;2024/06/01;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;62380;24922;3008;;90310
2024-06;2024/06/01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;45668;20611;7756;;74035
2024-06;2024/06/01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;75999;26206;5860;;108065
2024-06;2024/06/01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;83667;16732;3661;;104060
2024-06;2024/06/01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;76536;20097;6335;;102968
2024-07;2024/07/01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;97019;18673;4287;;119979
2024-07;2024/07/01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;81551;28884;2974;;113409
2024-07;2024/07/01;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;169148;43983;9437;0;222568
2024-07;2024/07/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;56252;11509;2408;;70169
2024-07;2024/07/01;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;30131;12217;;;42348
2024-07;2024/07/01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;51258;20683;4142;0;76083
2024-08;2024/08/01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;45147;;;;45147
